page_name,page_load_time,bounce_rate,conversion_rate,revenue_per_conversion,device_type,traffic_source
Cart,9.38906454235251,71.63233880626822,1.4616312405402998,270.8230192162127,Mobile,Direct
Blog,6.086198652302881,7.208433599867337,12.446865292344922,60.599854348773725,Tablet,Social Media
Checkout,7.26985741489203,7.12567277652586,19.62355673524589,94.53669970371742,Desktop,Social Media
Blog,9.302494430595662,1.210847523488745,3.8021529956745526,288.3074056848794,Desktop,Organic Search
Blog,7.3651477088205874,95.65013982994802,15.851902325767666,155.2152306215113,Tablet,Social Media
Product Page,2.3728513862283522,73.75083594590069,18.15797587559239,469.77470703914486,Tablet,Organic Search
Checkout,6.186595241501319,35.32514085020642,18.874031856404414,411.1827124471849,Tablet,Social Media
Checkout,6.460435417445703,29.65355812876552,19.202712088108946,491.94793119169486,Mobile,Paid Ads
Checkout,4.817176041721474,34.97032297458495,10.429192774429438,137.23871108570285,Desktop,Paid Ads
Blog,7.627998120622506,77.46535311811819,19.546158159830075,485.16458007100874,Tablet,Organic Search
Cart,9.409303132921133,66.13706110704143,15.146204142688777,221.30459619786336,Desktop,Direct
Checkout,9.330116616160987,18.519556786746794,3.233428724739238,180.28420970373978,Mobile,Paid Ads
Blog,5.057554342637189,17.410933533408436,9.5380021293594,34.67126821498309,Mobile,Organic Search
Product Page,2.019142412566797,9.839564971339732,14.36662350744008,35.85497635120528,Mobile,Social Media
Cart,9.863570790661012,66.03027197013381,4.946806316381666,349.0855154138608,Mobile,Social Media
Product Page,8.550082778013408,76.43726622217359,12.812303670977748,234.38520727267368,Desktop,Organic Search
Cart,2.1219641308294017,26.5046428325004,13.332009580932384,120.9955967576918,Mobile,Direct
Blog,9.28757694355635,2.094496103091281,3.2539948761713178,310.845450099364,Mobile,Organic Search
Home,8.829067258559155,8.217166747642734,11.301706249055126,133.90047794255446,Tablet,Organic Search
Cart,5.669542514134649,96.78600348450304,15.432538219572153,293.03955962876705,Mobile,Paid Ads
Product Page,6.321478921704363,29.544477747742025,9.977913290718838,186.01228602151826,Tablet,Organic Search
Blog,4.591024334831173,76.92231478381336,0.2420623355221485,413.5405910397913,Mobile,Organic Search
Cart,1.492854749398282,62.46635688542638,0.18076938158584355,412.14111877572185,Mobile,Social Media
Home,4.016775174813109,38.19396396528959,7.140586879400244,243.90169507997663,Tablet,Paid Ads
Home,8.225681037382103,20.56872621955551,18.52388136863564,181.90136357415764,Mobile,Social Media
Checkout,1.0416882070414257,12.138641815940643,4.573535592072176,187.65430031395633,Desktop,Social Media
Checkout,4.001492545220298,61.50129680388666,12.687273777433743,404.80011757742676,Desktop,Direct
Product Page,4.58351824231849,77.4633780637788,4.4415174138664115,170.80794657082987,Mobile,Direct
Cart,5.836560426441306,64.39042535411306,6.433399793190972,112.43909311635456,Desktop,Paid Ads
Cart,9.278700547714845,53.030213324915835,16.96084179202968,51.49728751890034,Tablet,Paid Ads
Checkout,4.1171139492936515,4.195122343163627,14.577228845398938,238.67962923336012,Mobile,Direct
Cart,4.122578817066049,96.84887775943838,1.9079855462642126,246.24472847072252,Mobile,Direct
Cart,7.637511232987736,79.87141916545745,8.574040419728671,422.0452680974245,Tablet,Direct
Home,5.069961468008264,29.282203670096475,0.5833952729052894,118.40696125857134,Tablet,Direct
Checkout,3.021443406459838,97.99703293588506,9.61780293206018,196.68572409751596,Tablet,Direct
Blog,5.07195564519424,60.18815896363221,13.24868023402136,406.11881205790854,Mobile,Social Media
Checkout,2.2677131834181985,58.24226582072465,2.370052471963031,413.57556926699704,Tablet,Paid Ads
Blog,2.58748287855601,74.8073179429532,5.777698778183313,198.45942722959643,Tablet,Social Media
Home,5.4853099546553175,81.17697880901376,7.956732510043139,234.97077141047365,Desktop,Social Media
Product Page,4.770329045540931,65.64786073315027,18.390620493120995,158.61008651614864,Desktop,Organic Search
Cart,9.2336131096129,12.809574636620003,19.86510030845928,466.9518904254629,Mobile,Social Media
Home,4.261545092049698,33.82675059944984,0.8982259799123171,68.13544521337435,Desktop,Direct
Cart,6.225295152502391,92.80836403260497,15.22015846990784,467.5372172707203,Desktop,Direct
Product Page,6.690378591275773,22.461561184385193,7.434481328046864,345.0945613993182,Tablet,Organic Search
Product Page,1.1178501092950026,37.21670238375133,7.849163724589601,270.4703548164983,Tablet,Organic Search
Home,6.971836348150395,43.2076882944196,15.085299466940453,26.00293978440298,Desktop,Organic Search
Product Page,2.6023237018277627,43.940498969445215,18.368528642908174,243.04213399278407,Desktop,Organic Search
Blog,9.649632857225097,61.29395824945255,19.018571890050968,209.79657145133882,Desktop,Organic Search
Product Page,2.3379645497780164,94.30758377447076,11.542451720766415,88.99721786781005,Mobile,Social Media
Cart,4.731617113543214,24.069271183250496,7.142423186010056,331.6407057153219,Mobile,Organic Search
Cart,1.7681470127077947,12.150137630091805,15.750981717175584,485.86394461046007,Mobile,Social Media
Cart,9.971868266613527,19.747048985993732,5.020027665246005,285.4725174216173,Desktop,Paid Ads
Cart,5.519755092981184,88.69249002092695,11.281480576670354,360.2291054575335,Desktop,Organic Search
Blog,6.358465155880394,64.5810812655206,7.171569230497463,43.54072175734822,Mobile,Organic Search
Checkout,1.6036882964958474,28.590678923916013,13.132621474157522,214.65682795032743,Mobile,Social Media
Home,7.7496442335926,81.59469389686173,4.807978257870138,67.01565773060298,Desktop,Paid Ads
Cart,2.889150337860272,86.1369996363436,3.8318589146965154,310.2699594128901,Tablet,Social Media
Product Page,9.082488604966423,84.6514338690278,18.364781733508742,469.85625752493576,Mobile,Social Media
Cart,2.8462567643380643,91.89265336395545,2.036073658990738,334.2710889111029,Desktop,Organic Search
Product Page,2.716189485972999,25.224102017336158,10.119158154698633,47.63349367406655,Desktop,Direct
Product Page,1.328947010632854,75.50419287462783,4.417055659260178,183.78644044269058,Tablet,Direct
Cart,5.248602505989993,46.053949727414,0.778599266513349,279.8250559260172,Desktop,Social Media
Blog,6.083570199363548,84.19985528900615,0.7203763658285278,207.5718005052936,Desktop,Organic Search
Product Page,1.5913777548551713,72.84906771616131,3.504435442116547,418.48556513283444,Mobile,Paid Ads
Product Page,7.9797485502550956,77.64474464997247,17.335407090120004,409.1887923078947,Mobile,Direct
Cart,5.079599512732249,65.61618376810715,5.649574879540533,309.7971998505785,Tablet,Paid Ads
Product Page,5.7195124239482205,17.742876946970686,19.009183411505916,192.99439311502556,Tablet,Direct
Product Page,4.966864722444053,54.502691889693835,11.632445859783871,135.1148231439896,Desktop,Organic Search
Cart,4.606867547877934,98.46697395245081,8.732283795375322,61.87841592443336,Mobile,Social Media
Cart,6.036762981773961,93.73880664971189,11.601776693389091,183.89986490841147,Tablet,Paid Ads
Home,2.3971622133764123,4.317373579701167,10.333967704525355,212.45453343178258,Tablet,Paid Ads
Blog,2.63735317445744,16.481481572943714,15.175525075146503,341.1532333009961,Tablet,Social Media
Blog,8.756070589121656,13.172877345456191,5.649921319457045,332.498313905811,Desktop,Paid Ads
Product Page,9.515039159202695,72.59799099852955,7.061007832006048,44.35298842421591,Mobile,Direct
Blog,4.359783846517777,81.77853298569451,17.881886050665013,203.67706456126731,Tablet,Social Media
Product Page,3.436702058291984,21.35113663106719,18.92913026300811,99.07164493650734,Mobile,Direct
Home,6.795995889151142,50.5852692951829,17.85116454972949,86.83822560523478,Tablet,Direct
Cart,4.678607539882868,84.07030280112,8.388959879146272,415.3780533712505,Tablet,Organic Search
Cart,1.2284772009431038,73.28015447662506,15.607310060137634,30.53845619096619,Mobile,Direct
Cart,2.4053733762957132,54.223720549184826,9.526714666021975,215.39960919203946,Mobile,Organic Search
